name,birth,incoming_links,outgoing_links,page,latitude,longitude
Tadeusz Kotarbiński,1886-1981,Stanisław Leśniewski:Kazimierz Twardowski:,pl:Kazimierz Pasenkiewicz:Henryk Greniewski:,/wiki/Tadeusz_Kotarbi%C5%84ski,N 52° 13' 47'',E 21° 0' 42''
Charles Dunoyer,1786-1862,,"Claude Henri de Rouvroy, Comte de Saint-Simon:",/wiki/Charles_Dunoyer,N 44° 55' 6'',E 1° 43' 55''
Adurbad-e Mahrspandan,309-409,,Ibn Miskawayh:,/wiki/Adurbad-i_Mahraspand,N 26° 0' 0'',E 60° 0' 0''
Daniel Dennett,1942-2042,Charles Darwin:Ludwig Wittgenstein:Wilfrid Sellars:W. V. O. Quine:Richard Dawkins:Gilbert Ryle:David Hume:,Sam Harris:Douglas Hofstadter:Geoffrey Miller:Richard Dawkins:Keith Frankish:Peter Carruthers:,/wiki/Daniel_Dennett,N 42° 21' 30'',W 71° 3' 35''
Lucien Goldmann,1913-1970,Max Adler:Jean Piaget:Karl Marx:György Lukács:,Julia Kristeva:,/wiki/Lucien_Goldmann,N 44° 25' 56'',E 26° 6' 22''
Renan,1823-1892,,Friedrich Nietzsche:,/wiki/Ernest_Renan,N 48° 47' 4'',W 3° 13' 55''
Ibn Arabi,1164-1240,Ibn Masarra:Ibn al-Arif:Ibn Barrajan:Ibn Qasi:Hadith:Qur'an:al-Tamimi:Abu Madyan:,Jami:Yahya Efendi:Shah Waliullah:Abd al-Ghani:Sidi Bou Said:'Iraqi:al-Fanārī:Ibn Ajiba:Shabestari:Ahmed Mohammed al-Maqqari:Ni'matullah:Valsan:Nurbakhsh:Naquib al-Attas:al-Sha'rani:Ismail Hakki Bursevi:Schuon:al-Suyuti:Nasr:Qayṣarī:Fairuzabadi:Nursî:Hamzah Fansuri:Amuli:al-Shushtari:Guénon:al-Jīlī:Qunawi:Abdelkader:Mulla Sadra:Hamadani:Yusuf an-Nabhani:Ibn al-Farid:al-Alawi:Bitlisi:Corbin:Mahmoud:,/wiki/Ibn_Arabi,N 37° 59' 13'',W 1° 7' 48''
Maurice Merleau-Ponty,1908-1961,Marcel:Brunschvicg:Uexküll:Malebranche:Chardin:Driesch:Schelling:Husserl:Köhler:Proust:Kojève:Kant:Descartes:Tinbergen:Fink:Lacan:Bergson:Mounier:Saussure:Whitehead:Darwin:Heraclitus:Koffka:Sartre:Beauvoir:Bachelard:Freud:Plotinus:Schilder:Coghill:Nietzsche:Hegel:Lévi-Strauss:Marx:Klein:Gesell:Scheler:Heidegger:Weber:Piaget:,Varela:Zahavi:Diprose:Harman:Lefort:Young:Ricoeur:Schillebeeckx:Lawlor:Simondon:Abram:Crowther:Gallagher:Giorgi:McClamrock:Bourdieu:Vesely:Hillman:Dreyfus:Henry:El-Bizri:Irigaray:Lacan:Butler:Polanyi:Virilio:Thảo:Thompson:Danto:Sartre:Ihde:Foucault:Manha:Guenther:Deleuze:Edie:Ahmed:Johnson:Kompridis:Clark:Barbaras:Castoriadis:Laplanche:,/wiki/Maurice_Merleau-Ponty,N 45° 56' 34'',W 0° 58' 3''
L. Susan Stebbing,1885-1943,,Max Black:,/wiki/Susan_Stebbing,N 51° 30' 30'',W 0° 7' 32''
Ibn Sabin,1217-1268,Ibn Masarra:Ibn Barrajan:Avempace:Ibn Qasi:'Ilm al-Huruf:Hadith:Averroes:Ibn Tufail:al-Hallaj:al-Farabi:Qur'an:Avicenna:Brethren of Purity:,Ramon Llull:al-Kashani al-Fargani:Afif al-Din Sulayman al Tilimsani:al-Shushtari:Badr al-Din Hasan Ibn Hud:,/wiki/Ibn_Sabin,N 37° 59' 13'',W 1° 7' 48''
Salomon Maimon,1753-1800,Wolff:Leibniz:Spinoza:Hume:Kant:Reinhold:Maimonides:,Deleuze:Reinhold:Fichte:,/wiki/Salomon_Maimon,N 53° 35' 0'',E 26° 40' 0''
Pierre-Joseph Proudhon,1809-1865,Adam Smith:G. W. F. Hegel:Alexander Herzen:Charles Fourier:,Mikhail Bakunin:Victor Hugo:Antero de Quental:Friedrich Wilhelm Schulz:Georges Sorel:Karl Marx:Joseph Déjacque:Peter Kropotkin:Francesc Pi i Margall:Errico Malatesta:Benjamin Tucker:Max Stirner:,/wiki/Pierre-Joseph_Proudhon,N 47° 14' 55'',E 6° 1' 5''
Kracauer,1889-1966,,Theodor Adorno:,/wiki/Siegfried_Kracauer,N 50° 6' 55'',E 8° 41' 3''
Slavoj Žižek,1949-2049,Job:Chesterton:Spinoza:Schmitt:Adorno:Strauss:Schelling:Balibar:Badiou:Kant:Engels:Lacan:Lenin:Debenjak:Althusser:Dolar:Freud:Zupančič:Foucault:Hegel:Marx:Rancière:Benjamin:Laclau:Jameson:,Brooks:Dean:Rousselle:Santner:Tsipras:Horvat:Varoufakis:Fisher:Dolar:Zupančič:,/wiki/Slavoj_%C5%BDi%C5%BEek,N 46° 3' 3'',E 14° 30' 18''
Ferdinand de Saussure,1857-1913,Oldenberg:Durkheim:Zimmer:Leskien:Pāṇini:,Meillet:Bloomfield:Merleau-Ponty:Mukařovský:Benveniste:Prague school:Jakobson:Lacan:Barthes:R. Harris:Althusser:Derrida:Labov:Foucault:Lévi-Strauss:Hjelmslev:Percy:Firth:Shaumyan:Laclau:,/wiki/Ferdinand_de_Saussure,N 46° 12' 8'',E 6° 8' 44''
Goffman,1922-1982,,Michel Foucault:,/wiki/Erving_Goffman,N 53° 20' 15'',W 111° 10' 39''
Leontiev,1831-1891,,Nikolai Berdyaev:,/wiki/Konstantin_Leontiev,N 54° 16' 48'',E 35° 27' 37''
Gerhard von Rad,1901-1971,,Wolfhart Pannenberg:,/wiki/Gerhard_von_Rad,N 49° 27' 15'',E 11° 4' 39''
Carl Schmitt,1888-1985,Edmund Burke:Immanuel Kant:Max Weber:Plato:Søren Kierkegaard:Thomas Hobbes:Georg Wilhelm Friedrich Hegel:Juan Donoso Cortés:Leo Strauss:Joseph de Maistre:René Guénon:Niccolò Machiavelli:Jean-Jacques Rousseau:,Jacob Taubes:Mario Tronti:Slavoj Žižek:Jacques Derrida:Mark Lilla:Hannah Arendt:Copenhagen School:Reinhart Koselleck:Jürgen Habermas:Giorgio Agamben:Hans Morgenthau:Alain de Benoist:Leo Strauss:Chantal Mouffe:Ernst Jünger:Jiang Shigong:Jaime Guzmán:Walter Benjamin:Antonio Negri:,/wiki/Carl_Schmitt,N 51° 5' 25'',E 7° 12' 16''
Cato the Elder,BC 234-149,,Henry David Thoreau:,/wiki/Cato_the_Elder,N 41° 47' 55'',E 12° 42' 22''
Nicholas of Cusa,1401-1464,Aristotle:Proclus:Plato:Pseudo-Dionysius:Ramon Llull:Albertus Magnus:Gemistus Pletho:Bonaventure:Meister Eckhart:Plotinus:Pythagoreanism:Johannes Scottus Eriugena:Thomas Aquinas:,Mário Ferreira dos Santos:John Fisher:Roberto Mangabeira Unger:Karl Jaspers:Thomas More:Pico della Mirandola:Leibniz:Ludwig von Bertalanffy:Nicolaus Copernicus:Harry Mulisch:Giordano Bruno:Galileo Galilei:,/wiki/Nicholas_of_Cusa,N 49° 54' 57'',E 7° 4' 35''
David Strauss,1808-1874,,Bruno Bauer:,/wiki/David_Strauss,N 48° 53' 50'',E 9° 11' 29''
John Cook Wilson,1849-1915,T. H. Green:,W. D. Ross:H. A. Prichard:,/wiki/John_Cook_Wilson,N 52° 57' 13'',W 1° 9' 1''
Friedrich Nietzsche,1844-1900,Hölderlin:Herder:Parmenides:Shakespeare:Sainte-Beuve:Mainländer:Sophocles:Socrates:Herzen:Dostoyevsky:Bourget:Spinoza:Spir:Milesian School:Machiavelli:Mill:Aeschylus:Rée:Ortlepp:Euripides:Diogenes Laërtius:Zoroaster:Strauss:von Hellwald:Wagner:Renan:Baudelaire:Hesiod:Kant:Teichmüller:Plato:Stendhal:Montaigne:Heraclitus:Feuerbach:Darwin:Cervantes:Goethe:Epicurus:Pindar:Thucydides:Homer:Maupassant:Bahnsen:Hegel:Spencer:Theognis of Megara:Emerson:Lange:Burckhardt:Archilochus:Xenophon:French Moralists:Schopenhauer:,Auden:Unamuno:Hesse:Ricœur:Spengler:Strindberg:Hamsun:Asad:Klossowski:Sarah Kofman:Adorno:Cioran:Tönnies:Weizmann:Rand:Brandes:Strauss:Campbell:Willard:Mencken:Camus:Proust:Bataille:Buber:Unger:Shestov:Steiner:Derrida:Jung:Malraux:Sartre:Stevens:Iqbal:Foucault:Malaka:Yeats:Deleuze:Nehamas:Rogers:Kaufmann:MacIntyre:Tillich:Adler:Castoriadis:Blanchot:Mann:Heidegger:Weber:,/wiki/Friedrich_Nietzsche,N 51° 14' 26'',E 12° 6' 55''
Petrus Ramus,1515-1572,,Jean Bodin:,/wiki/Petrus_Ramus,N 49° 31' 53'',E 3° 5' 54''
Fakhr al-Din al-Razi,1149-1209,Ibn Furak:Abu al-Hasan al-Ash'ari:Al-Juwayni:Al-Shafi'i:Al-Ghazali:,Taj al-Din al-Subki:Burhan al-Din al-Nasafi:Ibn Abi Usaybi'a:Al-Safadi:Shihab al-Din al-Qarafi:Athir al-Din al-Abhari:Nizam al-Din al-Nisapuri:Al-Suyuti:,/wiki/Fakhr_al-Din_al-Razi,N 35° 35' 36'',E 51° 26' 23''
Gottlieb Fichte,1762-1814,Karl Leonhard Reinhold:Immanuel Kant:Ernst Platner:Salomon Maimon:Gottlob Ernst Schulze:Jean-Jacques Rousseau:Baruch Spinoza:,Friedrich Schleiermacher:Karl Wilhelm Ferdinand Solger:Immanuel Hermann Fichte:Johann Friedrich Herbart:Novalis:C. I. Lewis:Karl August von Eschenmayer:August Ludwig Hülsen:Wilhelm von Humboldt:Max Stirner:Ludwig Tieck:F. W. J. Schelling:Dieter Henrich:G. W. F. Hegel:Jules Lequier:,/wiki/Gottlieb_Fichte,N 51° 9' 0'',E 14° 8' 0''
Lysander Spooner,1808–1887,Proudhon:Warren:Greene:Andrews:Tucker:,Rothbard:Barnett:,/wiki/Lysander_Spooner,N 42° 35' 45'',W 72° 13' 36''
Timon,BC 320-230,,Aenesidemus:,/wiki/Timon_of_Phlius,N 37° 50' 42'',E 22° 38' 48''
Pythagoras,BC 582-496,Orphism:Anaximander:Themistoclea:Thales:Pherecydes:,Aristotle:Plato:Xenophanes:Pythagoreanism:Empedocles:,/wiki/Pythagoras,N 37° 45' 15'',E 26° 58' 37''
Mikhail Bakunin,1814-1876,Hegel:Marx:Proudhon:Feuerbach:Herzen:Buonarroti:,Neill:Malatesta:Marcuse:Thompson:Guérin:Korsch:Chomsky:Postman:Kropotkin:Cafiero:Nechaev:Goldman:,/wiki/Mikhail_Bakunin,N 57° 0' 34'',E 35° 0' 17''
Joseph Dietzgen,1828-1888,Hegel:Marx:Feuerbach:Spinoza:Leibniz:Kant:,Lenin:Pannekoek:Marx:,/wiki/Joseph_Dietzgen,N 50° 46' 32'',E 7° 16' 59''
Heinrich Schlier,1900-1978,,Rudolf Bultmann:,/wiki/Heinrich_Schlier,N 48° 43' 55'',E 11° 11' 13''
Sri Aurobindo,1872-1950,,Ken Wilber:Haridas Chaudhuri:Mirra Alfassa:Auroville:,/wiki/Sri_Aurobindo,N 22° 33' 45'',E 88° 21' 46''
Gemistus Pletho,1355-1452,Plotinus:Plato:Demetrios Kydones:,John Argyropoulos:Hermonymus of Sparta:Nicholas of Cusa:Marsilio Ficino:Cosimo de' Medici:Bessarion:,/wiki/Gemistus_Pletho,N 41° 0' 49'',E 28° 56' 58''
al-Tamimi,1140-1207,,Ibn Arabi:,/wiki/Mohammed_ibn_Qasim_al-Tamimi,N 34° 0' 47'',W 6° 49' 57''
William Godwin,1756-1836,d'Holbach:Rousseau:Helvétius:,Percy Bysshe Shelley:Herbert Read:,/wiki/William_Godwin,N 52° 39' 58'',E 0° 9' 33''
Gandillac,1906-2006,,Gilles Deleuze:,/wiki/Maurice_de_Gandillac,N 36° 38' 20'',E 2° 46' 6''
Hildegard of Bingen,1098-1179,Jutta von Sponheim:New Testament:Bernard of Clairvaux:John the Evangelist:John Scotus Eriugena:Old Testament:Paul the Apostle:Genesis:Augustine of Hippo:,Frederick I Barbarossa:Eugene III:Margot Fassler:Volmar:Abbot Suger:Elisabeth of Schönau:Grace McLean:constructed language:Rudolf Steiner:New Age movement:Anastasius IV:Mélanie Lipinska:,/wiki/Hildegard_of_Bingen,N 49° 46' 41'',E 8° 5' 57''
Hans Hahn,1879-1934,,Herbert Feigl:,/wiki/Hans_Hahn_(mathematician),N 48° 12' 30'',E 16° 22' 19''
Auguste Comte,1798-1857,Maistre:Bichat:Bacon:Condorcet:Diderot:Ibn Khaldun:Descartes:Saint-Simon:,Émile Durkheim:Eugen Dühring:Edward Spencer Beesly:Charles Darwin:George Henry Lewes:Karl Marx:Sigmund Freud:John Stuart Mill:Herbert Spencer:Pierre Laffitte:Harriet Martineau:Charles Maurras:Leo Strauss:Émile Littré:Friedrich Nietzsche:Frederic Harrison:,/wiki/Auguste_Comte,N 43° 36' 39'',E 3° 52' 34''
Horace W. B. Joseph,1867-1943,,Brand Blanshard:,/wiki/H._W._B._Joseph,N 51° 22' 44'',E 0° 31' 40''
Thomas Bayes,1702-1761,,Richard C. Jeffrey:,/wiki/Thomas_Bayes,N 51° 30' 30'',W 0° 7' 32''
Grenier,1898-1971,,Albert Camus:,/wiki/Jean_Grenier,N 48° 51' 12'',E 2° 20' 55''
Gustav Bergmann,1906-1987,Friedrich Waismann:Walther Mayer:Rudolf Carnap:Moritz Schlick:,John O'Neill:Berlin Circle:Vienna Circle:,/wiki/Gustav_Bergmann,N 48° 12' 30'',E 16° 22' 19''
John Lucas (philosopher),1929-2020,Kurt Gödel:,Roger Penrose:,/wiki/John_Lucas_(philosopher),N 51° 14' 7'',W 0° 34' 27''
Islamic philosophy,,,Adelard of Bath:,/wiki/Islamic_philosophy,FILL,FILL
Francisco Suárez,1548-1617,Aristotle:Avicenna:Alonso Rodriguez:Duns Scotus:Scholasticism:Thomas Aquinas:,Grotius:Wolff:Dos Santos:Bueno:Hale:Zubiri:Leibniz:Descartes:Heidegger:Salgado:,/wiki/Francisco_Su%C3%A1rez,N 37° 11' 17'',W 3° 36' 24''
Norman Malcolm,1911-1990,Anselm of Canterbury:Søren Kierkegaard:Ludwig Wittgenstein:René Descartes:Oets Kolk (O.K.) Bouwsma:,Sydney Shoemaker:Oets Kolk (O.K.) Bouwsma:John Rawls:,/wiki/Norman_Malcolm,N 39° 32' 27'',W 100° 34' 3''
Ludwig Andreas Feuerbach,1804-1872,Hegel:Jacobi:Daub:Luther:Spinoza:Böhme:Schleiermacher:,Nietzsche:Buber:Marx:Darwin:Wagner:Freud:Malaka:Bauer:Engels:Stirner:,/wiki/Ludwig_Andreas_Feuerbach,N 48° 31' 46'',E 12° 9' 42''
Cassuto,1883-1951,,Leo Strauss:,/wiki/Umberto_Cassuto,N 43° 46' 45'',E 11° 14' 46''
Emily Brontë,1818-1848,,Emil Cioran:,/wiki/Emily_Bront%C3%AB,N 53° 47' 0'',W 1° 51' 0''
Max Horkheimer,1895-1973,Dilthey:Hegel:Marx:Pollock:Cornelius:Freud:Kant:Schopenhauer:Adorno:,Marcuse:Habermas:Benjamin:Fromm:Adorno:,/wiki/Max_Horkheimer,N 48° 46' 56'',E 9° 10' 37''
André Bazin,1918-1958,,Stanley Cavell:,/wiki/Andr%C3%A9_Bazin,N 47° 28' 17'',W 0° 33' 7''
Francis Parker Yockey,1917-1960,Joseph de Maistre:Karl Haushofer:Carl Schmitt:Oswald Spengler:Gregor Strasser:Ernst Niekisch:Ernst Jünger:Julius Evola:,H. Keith Thompson:Christian Bouchet:Willis Carto:James H. Madole:,/wiki/Francis_Parker_Yockey,N 41° 51' 0'',W 87° 39' 0''
Ibn Miskawayh,940-1030,al-Kindi:Adurbad-e Mahrspandan:,Mulla Sadra:Nasir al-Din Tusi:,/wiki/Ibn_Miskawayh,N 35° 35' 36'',E 51° 26' 23''
Piera Aulagnier,1923-1990,,Cornelius Castoriadis:,/wiki/Piera_Aulagnier,N 45° 27' 51'',E 9° 11' 22''
Edmund Schlink,1903-1984,,Wolfhart Pannenberg:,/wiki/Edmund_Schlink,N 49° 52' 18'',E 8° 39' 1''
Melanie Klein,1882-1960,,Cornelius Castoriadis:,/wiki/Melanie_Klein,N 48° 12' 30'',E 16° 22' 19''
Michel Foucault,1926-1984,Klages:Hyppolite:Merleau-Ponty:Dumézil:Sade:Kant:Lagache:Canguilhem:Bataille:Barthes:Montaigne:Althusser:Bachelard:Freud:Deleuze:Nietzsche:Hegel:Marx:Artaud:Goffman:Blanchot:Heidegger:,Giorgio Agamben:Judith Butler:Stephen Greenblatt:David Halperin:Jacques Rancière:Edward Said:Pierre Bourdieu:Paul Rabinow:Gilles Deleuze:Félix Guattari:Hubert Dreyfus:Talal Asad:Saba Mahmood:,/wiki/Michel_Foucault,N 46° 34' 57'',E 0° 20' 36''
Guy Debord,1931-1994,Isidore Isou:Dada:Andre Breton:Henri Lefebvre:Friedrich Engels:Comte de Lautréamont:Karl Marx:Anton Pannekoek:Frankfurt School:György Lukács:Cornelius Castoriadis:Georges Bataille:G. W. F. Hegel:Marquis de Sade:Jean-Paul Sartre:,Giorgio Agamben:Paul Virilio:Ken Knabb:Tiqqun:Post-left anarchy:May 1968:Jean Baudrillard:John Zerzan:Punk rock:,/wiki/Guy_Debord,N 48° 51' 12'',E 2° 20' 55''
Axel Hägerström,1868-1939,,Alf Niels Christian Ross:,/wiki/Axel_H%C3%A4gerstr%C3%B6m,N 57° 52' 11'',E 14° 47' 52''
George Berkeley,1685-1753,John Locke:Isaac Newton:Bayle:Nicolas Malebranche:,Arthur Schopenhauer:Immanuel Kant:Ernst Mach:Jorge Luis Borges:John Stuart Mill:David Hume:Thomas Reid:,/wiki/George_Berkeley,N 52° 31' 36'',W 7° 8' 14''
Antoine Destutt de Tracy,1754-1836,Condillac:Cabanis:Locke:Condorcet:,Jefferson:,/wiki/Antoine_Destutt_de_Tracy,N 48° 51' 12'',E 2° 20' 55''
Gaston Bachelard,1884-1962,Charles Nodier:Auguste Comte:Émile Meyerson:Carl Jung:Abel Rey:Léon Brunschvicg:Max Picard:,Georges Canguilhem:Rogelio Salmona:Nader El-Bizri:Michel Foucault:François Dagognet:Don Ihde:Cornelius Castoriadis:Gilbert Durand:Alexandre Koyré:Pierre Bourdieu:Gilles Deleuze:Dominique Lecourt:Louis Althusser:Michel Serres:Maurice Merleau-Ponty:Jules Vuillemin:,/wiki/Gaston_Bachelard,N 48° 13' 59'',E 4° 42' 23''
Daub,1765-1836,,Ludwig Andreas Feuerbach:,/wiki/Karl_Daub,N 51° 19' 0'',E 9° 30' 0''
Pierre Corneille,1606-1684,,Voltaire:,/wiki/Pierre_Corneille,N 49° 26' 35'',E 1° 5' 57''
Franz Joseph Gall,1758-1828,,Jerry Fodor:,/wiki/Franz_Joseph_Gall,N 48° 49' 26'',E 8° 48' 4''
Giovanni Gentile,1875-1944,Nietzsche:Hegel:Bertrando Spaventa:Plato:Marx:Pasquale Galluppi:Rosmini:Darwin:Vincenzo Gioberti:Croce:Giambattista Vico:Freud:Giuseppe Mazzini:,Ugo Spirito:Giuseppe Bottai:Giovanni Treccani:Margherita Sarfatti:Benedetto Croce:Benito Mussolini:A. James Gregor:Armando Carlini:Luigi Federzoni:,/wiki/Giovanni_Gentile,N 37° 40' 50'',E 12° 47' 31''
Robert Brenner,1943-2043,,Gáspár Miklós Tamás:,/wiki/Robert_Brenner,N 40° 42' 51'',W 74° 0' 21''
Theodor Adorno,1903-1969,Spengler:Kracauer:Husserl:Horkheimer:Schoenberg:Cornelius:Baudelaire:Lukács:Proust:Kant:Simmel:Freud:Berg:Kafka:Kierkegaard:Hegel:Nietzsche:Marx:Benjamin:Bloch:Mann:Weber:,Butler:Honneth:Zerzan:Marcuse:Bauman:Geuss:Habermas:Horkheimer:Benjamin:Fisher:Reichelt:Badiou:Jameson:Žižek:,/wiki/Theodor_Adorno,N 50° 6' 55'',E 8° 41' 3''
Nelson Goodman,1906-1998,Rudolf Carnap:Immanuel Kant:Carl G. Hempel:C. I. Lewis:David Hume:W. V. O. Quine:,Donald Davidson:Sidney Morgenbesser:Stanley Cavell:Israel Scheffler:Jerry Fodor:Arthur Danto:Kendall Walton:Catherine Elgin:Hilary Putnam:Noam Chomsky:Stephen Stich:W. V. O. Quine:,/wiki/Nelson_Goodman,N 42° 23' 15'',W 71° 5' 58''
Jesus of Nazareth,BC 5-30 AD,,Thomas Jefferson:,/wiki/Jesus,N 32° 42' 2'',E 35° 17' 50''
Felix Ravaisson-Mollien,1813-1900,Aristotle:Victor Cousin:Descartes:Schelling:Leibniz:Maine de Biran:Pascal:,Pierre Hadot:Louis Lavelle:Paul Ricœur:Martin Heidegger:Dominique Janicaud:Henri Bergson:François Laruelle:Maurice Merleau-Ponty:,/wiki/Felix_Ravaisson-Mollien,N 50° 28' 0'',E 4° 52' 2''
Muhammad Iqbal,1877-1938,Jami:Syed Mir Hassan:Sayyid Ali Hujwiri:Thomas Walker Arnold:Abd al-Karīm al-Jīlī:Bismil Azimabadi:Henri Bergson:Mir Sayyid Ali Hamadani:Johann Wolfgang von Goethe:Vladimir Lenin:Friedrich Nietzsche:Rumi:,Muhammad Ali Jinnah:Abul A'la Maududi:Ale Ahmed Suroor:Syed Jawad Naqvi:Dewan Mohammad Azraf:Muhammad Ishaq Madni:Pakistan Movement:Faiz Ahmed Faiz:Fateh Muhammad Malik:Khushwant Singh:Israr Ahmed:Ali Shariati:Islamic Republic of Pakistan:Muhammad Asad:,/wiki/Muhammad_Iqbal,N 32° 29' 33'',E 74° 31' 52''
Abraham,BC 2150-1975,,Søren Kierkegaard:,/wiki/Abraham,N 30° 57' 39'',E 46° 6' 21''
Emil Cioran,1911-1995,François de La Rochefoucauld:Martin Heidegger:Philipp Mainländer:Georg Simmel:Nicolas Chamfort:Ludwig Klages:Constantin Noica:Oswald Spengler:Fyodor Dostoevsky:Joseph de Maistre:Arthur Schopenhauer:Emily Brontë:Immanuel Kant:Teresa of Ávila:Paul Valéry:Søren Kierkegaard:Lev Shestov:Nae Ionescu:Joseph Joubert:Blaise Pascal:Friedrich Nietzsche:,Thomas Ligotti:Fernando Savater:Nick Land:Jean Baudrillard:Eugene Thacker:,/wiki/Emil_Cioran,N 45° 42' 0'',E 24° 4' 0''
Nicolas Malebranche,1638-1715,René Descartes:St. Augustine:Thomas Aquinas:,Louis Gabriel Ambroise de Bonald:Montesquieu:George Berkeley:Louis Lavelle:Alain Badiou:Jacob Bernoulli:Giambattista Vico:Augusto Del Noce:Joseph de Maistre:David Hume:Leibniz:J.-J. Rousseau:John Henry Newman:,/wiki/Nicolas_Malebranche,N 48° 51' 12'',E 2° 20' 55''
Arcesilaus,BC 316-241,Plato:Crantor:Theophrastus:Pyrrho:Socrates:Crates of Athens:Timon of Phlius:Polemo:,Favorinus:Plutarch:Carneades:Lacydes:Clitomachus:Philo of Larissa:Cicero:,/wiki/Arcesilaus,N 38° 56' 6'',E 26° 56' 2''
Cooper,1789-1851,,Dimitri Pisarev:,/wiki/James_Fenimore_Cooper,N 40° 4' 16'',W 74° 51' 53''
Indian philosophy,,,Henry David Thoreau:,/wiki/Indian_philosophy,FILL,FILL
E. A. Burtt,1892-1989,,Alexandre Koyre:,/wiki/Edwin_Arthur_Burtt,N 42° 36' 40'',W 71° 34' 28''
Constantin Noica,1909-1987,,Emil Cioran:,/wiki/Constantin_Noica,N 44° 0' 0'',E 25° 25' 0''
Ibn al-Mughallis,836-936,,Ibn Hazm:,/wiki/Ibn_al-Mughallis,N 40° 15' 45'',W 4° 47' 24''
Nekrasov,1821-1878,,Nikolai Chernyshevsky:,/wiki/Nikolay_Nekrasov,N 48° 58' 12'',E 28° 50' 16''
German mysticism,,,Arthur Schopenhauer:,/wiki/Friends_of_God,FILL,FILL
Joseph Raz,1939-2039,Peter Hacker:Hans Kelsen:H. L. A. Hart:,Leslie Green:Timothy Endicott:Matthew Kramer:John Gardner:Scott J. Shapiro:,/wiki/Joseph_Raz,N 31° 46' 55'',E 35° 13' 10''
Tabataba'i,1904-1981,,Henry Corbin:,/wiki/Muhammad_Husayn_Tabatabai,N 38° 4' 48'',E 46° 17' 30''
Nicolai Hartmann,1882-1950,Immanuel Kant:Plato:Max Scheler:Paul Natorp:Hermann Cohen:G. W. F. Hegel:,Max Scheler:Martin Heidegger:Jitendra Nath Mohanty:,/wiki/Nicolai_Hartmann,N 56° 56' 45'',E 24° 6' 21''
Katherine Boyle Jones,1615-1691,,Robert Boyle:,"/wiki/Katherine_Jones,_Viscountess_Ranelagh",N 51° 57' 0'',W 7° 51' 2''
Karl Julius Schröer,1825-1900,,Rudolf Steiner:,/wiki/Karl_Julius_Schr%C3%B6er,N 48° 8' 53'',E 17° 6' 24''
de Staël,1766-1817,,Ralph Waldo Emerson:,/wiki/Germaine_de_Sta%C3%ABl,N 48° 51' 12'',E 2° 20' 55''
Curt Ducasse,1881-1969,Josiah Royce:William James:,Roderick Chisholm:Wilfrid Sellars:,/wiki/Curt_Ducasse,N 45° 38' 59'',E 0° 9' 12''
Fyodor Dostoyevsky,1821-1881,,Mikhail Bakhtin:,/wiki/Fyodor_Dostoevsky,N 55° 45' 8'',E 37° 36' 56''
Rockingham,1730-1782,,Edmund Burke:,"/wiki/Charles_Watson-Wentworth,_2nd_Marquess_of_Rockingham",N 53° 28' 14'',W 1° 24' 33''
Harry Frankfurt,1929-2029,Kant:Descartes:Wittgenstein:,Susan Wolf:J. David Velleman:Pamela Hieronymi:John Martin Fischer:,/wiki/Harry_Frankfurt,N 40° 10' 28'',W 74° 55' 21''
Joseph Butler,1692-1752,Plato:Thomas Hobbes:Samuel Clarke:John Locke:Francis Hutcheson:,Edmund Burke:C. S. Lewis:David Seabury:David Hume:Jeremy Bentham:John Warwick Montgomery:Adam Smith:Thomas Reid:William Paley:,/wiki/Joseph_Butler,N 51° 35' 18'',W 1° 25' 32''
John Chrysostum,347-407,,John of Damascus:,/wiki/John_Chrysostom,N 36° 12' 23'',E 36° 9' 26''
Bertrand Russell,1872-1970,Moore:Stout:Shelley:James:Spinoza:Hume:Boole:Leibniz:De Morgan:Cantor:Sidgwick:Frege:Mill:Ward:Mach:Santayana:Euclid:Kant:Meinong:Whitehead:Peano:Wittgenstein:,Stephen Hawking:Jacob Bronowski:Robert Oppenheimer:Herbert A. Simon:Txillardegi:A. C. Grayling:Richard Dawkins:Moritz Schlick:Christopher Hitchens:Michael Albert:Paul Kurtz:Joseph Rotblat:Frank Wilczek:Alfred Tarski:Vienna Circle:Colin McGinn:John von Neumann:G. H. Hardy:Jawaharlal Nehru:Isaac Asimov:Donald Davidson:Aleksandr Solzhenitsyn:Marvin Minsky:Buckminster Fuller:A. J. Ayer:Kurt Grelling:John Maynard Keynes:Noam Chomsky:Sidney Hook:Che Guevara:Kurt Gödel:Nathan Salmon:Isaiah Berlin:Rudolf Carnap:Leon Chwistek:Andrei Sakharov:Ray Kurzweil:Karl Popper:Saul Kripke:Martin Gardner:Pervez Hoodbhoy:W. V. Quine:Hilary Putnam:Norbert Wiener:Albert Ellis:Alan Turing:James Joyce:Frank P. Ramsey:Bernard Williams:Thomas Kuhn:Ludwig Wittgenstein:Kurt Vonnegut:John Searle:Edward Said:Daniel Dennett:Carl Sagan:J. L. Austin:Tariq Ali:B. F. Skinner:,/wiki/Bertrand_Russell,N 51° 44' 30'',W 2° 43' 31''
Paolo Sarpi,1552-1623,,Thomas Hobbes:,/wiki/Paolo_Sarpi,N 45° 26' 13'',E 12° 19' 57''
Aenesidemus,BC 80-10,Pyrrho:Heraclitus:Timon:,Favorinus:Plutarch:Sextus Empiricus:,/wiki/Aenesidemus,N 35° 17' 52'',E 25° 9' 46''
