,name,birth,incoming_links,outgoing_links,page,latitude,longitude
16,Melanie Klein,,,Cornelius Castoriadis:,/wiki/Melanie_Klein,48.2,16.367
17,Meade,,,John Rawls:,/wiki/James_Meade,50.608,-1.96
18,Ralph Cudworth, (1617–1688),Plato:,Masham:Shaftesbury:,/wiki/Ralph_Cudworth,51.05,-2.85
19,Plutarch,,,Proclus:,/wiki/Plutarch_of_Athens,38.4952,22.8448
20,Sigmund Freud, (1856–1939),,List of psychoanalysts:List of psychoanalytical theorists:,/wiki/Sigmund_Freud,49.63861,18.14389
21,Henry Harclay,,,William of Ockham:,/wiki/Henry_Harclay,54.891,-2.944
22,Jesus of Nazareth,,,Thomas Jefferson:,/wiki/Jesus,31.783,35.217
23,Abarbanel,,,Leo Strauss:,/wiki/Isaac_Abarbanel,38.7252668,-9.1500193
24,Niccolò Machiavelli, (1469–1527),Plutarch:Tacitus:Sallust:Petrarch:Marsilio Ficino:Gemistos Plethon:Xenophon:Ibn Khaldun:Dante Alighieri:Polybius:Livy:Thucydides:,Vincenzo Cuoco:Giulio Andreotti:Carl Schmitt:Hobbes:Spinoza:Rousseau:Marquis de Sade:Strauss:Gramsci:Hannah Arendt:David Hume:T. Schelling:Pareto:Bacon:Althusser:John Adams:Weber:Vico:Philip Pettit:Nietzsche:Hegel:Sismondi:Political realism:Waltz:Negri:Denis Diderot:Harrington:Edward Gibbon:,/wiki/Niccol%C3%B2_Machiavelli,43.77139,11.25417
25,Pierre Janet,,,William James:,/wiki/Pierre_Janet,48.856613,2.352222
26,Benveniste,,,Paul Ricœur:,/wiki/%C3%89mile_Benveniste,36.217,37.167
27,John Fisher,,,Edmund Burke:,/wiki/John_Fisher,N 53� 50' 45'',W 0� 25' 23''
28,Samuel Hartlib,,,Robert Boyle:,/wiki/Samuel_Hartlib,54.1667,19.4
29,Theognis of Megara,,,Friedrich Nietzsche:,/wiki/Theognis_of_Megara,38.4167,23.0833
30,Paul Broca,,,John Fiske (philosopher):,/wiki/Paul_Broca,44.84,0.22
31,Jacques Lacan, (1901–1981),G.W.F. Hegel:Alexandre Kojève:Immanuel Kant:Aristotle:Karl Marx:Gaëtan Gatian de Clérambault:Jean Paul Sartre:Sigmund Freud:Salvador Dalí:Roman Jakobson:Georges Bataille:Claude Lévi-Strauss:Marquis de Sade:,Lacanian movement:Frantz Fanon:Éric Laurent:Jacques-Alain Miller:Alain Badiou:Elisabeth Roudinesco:Ljubljana school of psychoanalysis:Mari Ruti:Luce Irigaray:Peter Rollins:Louis Althusser:Julia Kristeva:Slavoj Žižek:,/wiki/Jacques_Lacan,48.856613,2.352222
32,Ernst Bloch (philosopher), (1885–1977),Paracelsus:Jacob Boehme:Karl Marx:Thomas Müntzer:Heinrich Rickert:G. W. F. Hegel:,Walter Benjamin:Theodor W. Adorno:Emmanuel Levinas:Jürgen Moltmann:Ernesto Balducci:Fredric Jameson:,/wiki/Ernst_Bloch_(philosopher),49.48111,8.43528
33,Abhinavagupta, (fl. c. 975–1025),,Lakṣmaṇagupta:Śambhunātha:Bhūtirāja:,/wiki/Abhinavagupta,34.5,76.5
34,Hobsbawm,,,Ernesto Laclau:,/wiki/Eric_Hobsbawm,FILL,FILL
35,James Mill, (1773–1836),Jeremy Bentham:Dugald Stewart:David Hartley:,John Stuart Mill:,/wiki/James_Mill,56.667,-2.917
36,Seneca the Younger, (c. 4 BC–AD 65),Attalus:Zeno of Citium:Plato:Cleanthes:Chrysippus:Sotion:Epicurus:Publilius Syrus:,Cardinal Giovanni Colonna:Medieval philosophy:Tertullian:Michel de Montaigne:Marcus Aurelius:Albertino Mussato:Dante Alighieri:Martin of Braga:Baruch Spinoza:Augustine of Hippo:,/wiki/Seneca_the_Younger,37.88450722,-4.7795675
37,Slavoj Žižek, (born 1949),Job:Chesterton:Spinoza:Schmitt:Adorno:Strauss:Schelling:Balibar:Badiou:Kant:Engels:Lacan:Lenin:Debenjak:Althusser:Dolar:Freud:Zupančič:Foucault:Hegel:Marx:Rancière:Benjamin:Laclau:Jameson:,Brooks:Dean:Rousselle:Santner:Tsipras:Horvat:Varoufakis:Fisher:Dolar:Zupančič:,/wiki/Slavoj_%C5%BDi%C5%BEek,46.05556,14.50833
38,Salvador Dalí,,,Jacques Lacan:,/wiki/Salvador_Dal%C3%AD,42.26667,2.965
39,Roman Jakobson,,,Jacques Lacan:,/wiki/Roman_Jakobson,55.75583,37.61722
40,Claessens,,,Peter Sloterdijk:,/wiki/Dieter_Claessens,FILL,FILL
41,Orphism,,,Plato:,/wiki/Orphism_(religion),FILL,FILL
42,Adam Ferguson, (1723–1816),Montesquieu:,Karl Marx:Dugald Stewart:,/wiki/Adam_Ferguson,56.647558,-3.679711
43,Ludwig Klages, (1872–1956),Busse:Nietzsche:Schopenhauer:Ibsen:Carus:Bachofen:Huch:Schuler:Goethe:George:Bahnsen:,Kahn:Hoffmann:Hesse:Schuler:Cassirer:Ewald:Cioran:Adorno:Cortázar:de:Löwith:Horkheimer:Lukács:Homburger:Guattari:Bataille:Lacan:Schultz:Kubin:Derrida:Agamben:Kronfeld:Foucault:Schneider:de Man:Lange:Habermas:Benjamin:Mann:Voigtländer:Heidegger:,/wiki/Ludwig_Klages,52.367,9.717
44,St. Maximus the Confessor,,,Johannes Scotus Eriugena:,/wiki/Maximus_the_Confessor,FILL,FILL
45,Karel Kosík, (1926–2003),Martin Heidegger:Karl Marx:Edmund Husserl:Georg Lukács:,reception theory:,/wiki/Karel_Kos%C3%ADk,50.083,14.417
46,Roger Sessions,,,Stanley Cavell:,/wiki/Roger_Sessions,FILL,FILL
47,Ludwig Andreas Feuerbach, (1804–1872),Hegel:Jacobi:Daub:Luther:Spinoza:Böhme:Schleiermacher:,Nietzsche:Buber:Marx:Darwin:Wagner:Freud:Malaka:Bauer:Engels:Stirner:,/wiki/Ludwig_Andreas_Feuerbach,48.53972,12.15083
48,Warren,,,Lysander Spooner:,/wiki/Josiah_Warren,42.35806,-71.06361
49,Francis Place,,,John Stuart Mill:,/wiki/Francis_Place,FILL,FILL
50,Luce Irigaray, (born 1930),Jacques Derrida:Martin Heidegger:Sigmund Freud:Emmanuel Levinas:Jacques Lacan:Maurice Merleau-Ponty:,Catherine Malabou:Elizabeth Grosz:Judith Butler:,/wiki/Luce_Irigaray,50.5,3.65
51,Theaetetus,,,Plato:,/wiki/Theaetetus_(mathematician),FILL,FILL
52,Leo Strauss, (1899–1973),Oakeshott:Gierke:Lucretius:Spengler:Cassirer:Abarbanel:Al Farabi:Löwith:Aristotle:Dubnow:Kojève:Collingwood:Buber:Shestov:Barth:Thucydides:Tocqueville:Grene:Guttmann:Winckelmann:Comte:Riezler:Saadia Gaon:Heidegger:Leibowitz:Locke:Massignon:Talmud:Cassuto:Otto:Mendelssohn:Lessing:Durkheim:Reinhardt:Nietzsche:Hegel:Voegelin:al-Razi:Klein:Daube:Livy:Philo:Tacitus:Zeller:Barker:Spinoza:Rosenzweig:More:Glatzer:Hebrew Bible:Scholem:Kant:Maimonides:Cicero:Talmon:Plato:Aquinas:Founding Fathers:Altmann:Xenophon:Schmitt:Weber:Halevi:Hobbes:Socrates:Rousseau:Avicenna:Machiavelli:Husserl:Aristophanes:Montesquieu:Tawney:Goethe:Jacobi:Ebbinghaus:Cohen:Krauss:,Pangle:Wolfowitz:Wolin:Stoner:Lilla:Gildin:Blumenberg:Thomas:Fortin:Kojève:Kennington:Galston:Grant:Catherine Zuckert:Orwin:Liu:Riezler:Rorty:Pippin:Anastaplo:Goldwin:Davis:Bénéton:Harold Bloom:Gottfried:Ryn:Cropsey:Banfield:Arkes:Brann:Motzkin:Mansfield:Jonas:Mahdi:Arnhart:West:Kristol:Voegelin:Shell:Storing:Adler:Husain:Schall:Bellow:fr:Dry:Lefort:Michael Zuckert:Franco:Cantor:Butterworth:Allan Bloom:Meier:Masters:Rosen:Scholem:Velkley:Aron:Burger:Steiner:Manent:Pocock:Dannhauser:Fackenheim:Shulsky:Benjamin:Levin:Jaffa:Hitchens:Gan:Brague:Schmitt:Lerner:Pines:Drury:Anderson:Speier:Parens:Smith:Scruton:Berkowitz:de:Kinzel:Mendes-Flohr:Gadamer:Fukuyama:Benedict XVI:Lacan:McKeon:Momigliano:Bluhm:Tarcov:Berns:Hassner:Nussbaum:Hancock:Lampert:Žižek:Benardete:Novak:,/wiki/Leo_Strauss,50.817,8.917
53,Chekhov,,,Lev Shestov:,/wiki/Anton_Chekhov,FILL,FILL
54,Marquis de Lafayette,,,John Henry Newman:,"/wiki/Gilbert_du_Motier,_Marquis_de_Lafayette",FILL,FILL
55,Ernest Nagel, (1901–1985),John Dewey:Morris Raphael Cohen:Rudolf Carnap:,D. Hofstadter:H. Kyburg:M. Bunge:I. Levi:P. Suppes:,/wiki/Ernest_Nagel,48.75472,17.83083
56,Christian Hermann Weisse, (1801–1866),Georg Wilhelm Friedrich Hegel:Immanuel Hermann Fichte:Friedrich Wilhelm Joseph Schelling:,Hermann Lotze:,/wiki/Christian_Hermann_Weisse,51.333,12.383
57,Shelly Kagan,,,Derek Parfit:,/wiki/Shelly_Kagan,FILL,FILL
58,Christian Wolff (philosopher), (1679–1754),Zhu Xi:Gottfried Wilhelm Leibniz:Ehrenfried Walther von Tschirnhaus:Wang Yangming:René Descartes:Confucius:Baruch Spinoza:,Arthur Schopenhauer:de:Immanuel Kant:Johann Heinrich Samuel Formey:Søren Kierkegaard:Georg Friedrich Meier:Johann Peter Reusch:Georg Bernhard Bilfinger:Mikhail Lomonosov:Anton Wilhelm Amo:Johann Christoph Gottsched:Johannes Nikolaus Tetens:Emer de Vattel:Moses Mendelssohn:Alexander Gottlieb Baumgarten:Martin Knutzen:Adam Weishaupt:Michael Christoph Hanow:,/wiki/Christian_Wolff_(philosopher),51.11,17.0325
59,Ibn Barrajan,,,Ibn Arabi:,/wiki/Ibn_Barrajan,FILL,FILL
60,Luis de Molina, (1535–1600),Augustine of Hippo:Thomas Aquinas:,Alvin Plantinga:William Lane Craig:Western Theology:,/wiki/Luis_de_Molina,40.067,-2.15
61,Muhammad Iqbal, (1877–1938),Jami:Syed Mir Hassan:Sayyid Ali Hujwiri:Thomas Walker Arnold:Abd al-Karīm al-Jīlī:Bismil Azimabadi:Henri Bergson:Mir Sayyid Ali Hamadani:Johann Wolfgang von Goethe:Vladimir Lenin:Friedrich Nietzsche:Rumi:,Muhammad Ali Jinnah:Abul A'la Maududi:Ale Ahmed Suroor:Syed Jawad Naqvi:Dewan Mohammad Azraf:Muhammad Ishaq Madni:Pakistan Movement:Faiz Ahmed Faiz:Fateh Muhammad Malik:Khushwant Singh:Israr Ahmed:Ali Shariati:Islamic Republic of Pakistan:Muhammad Asad:,/wiki/Muhammad_Iqbal,32.4925,74.53111
62,Daube,,,Leo Strauss:,/wiki/David_Daube,47.995,7.85
63,Alfred Ayer, (1910–1989),Immanuel Kant:Vienna Circle:Karl Popper:Ludwig Wittgenstein:Bertrand Russell:Voltaire:David Hume:,Mihailo Marković:Peter Strawson:Peter Unger:Ted Honderich:R. M. Hare:,/wiki/Alfred_Ayer,51.50722,-0.1275
64,Jean-Jacques Rousseau,,,Louis Althusser:,/wiki/Jean-Jacques_Rousseau,46.20167,6.14694
65,Friedrich August Wolf,,,Friedrich Schleiermacher:,/wiki/Friedrich_August_Wolf,FILL,FILL
66,Harry Frankfurt, (born 1929),Kant:Descartes:Wittgenstein:,Susan Wolf:J. David Velleman:Pamela Hieronymi:John Martin Fischer:,/wiki/Harry_Frankfurt,40.1775,-74.91889
67,Jordan of Saxony,,,Albertus Magnus:,/wiki/Jordan_of_Saxony,FILL,FILL
68,Johann Heinrich Pestalozzi, (1746–1827),Jean-Jacques Rousseau:,Albert Einstein:Maria Montessori:,/wiki/Johann_Heinrich_Pestalozzi,FILL,FILL
69,Cornelius Jansen,,,Antoine Arnauld:,/wiki/Cornelius_Jansen,FILL,FILL
70,Charles Cooley,,,George Herbert Mead:,/wiki/Charles_Cooley,42.28139,-83.74833
71,Zhuang Zhou,) (circa 300 BC),Zhou Era:Chinese thought:Yang Zhu:Laozi:Mozi:Confucius:Hui Shi:,Daoism:Zen:Aleister Crowley:Chinese Buddhism:East Asian philosophies:Alan Watts:,/wiki/Zhuang_Zhou,FILL,FILL
72,Anaximander, (c. 610 BC–c. 546 BC),Thales of Miletus:,Greek astronomy:Pythagoras:Democritus:Heidegger:Anaximenes:,/wiki/Anaximander,37.53028,27.27833
73,Ibn Arabi, (1164–1240),Ibn Masarra:Ibn al-Arif:Ibn Barrajan:Ibn Qasi:Hadith:Qur'an:al-Tamimi:Abu Madyan:,Jami:Yahya Efendi:Shah Waliullah:Abd al-Ghani:Sidi Bou Said:'Iraqi:al-Fanārī:Ibn Ajiba:Shabestari:Ahmed Mohammed al-Maqqari:Ni'matullah:Valsan:Nurbakhsh:Naquib al-Attas:al-Sha'rani:Ismail Hakki Bursevi:Schuon:al-Suyuti:Nasr:Qayṣarī:Fairuzabadi:Nursî:Hamzah Fansuri:Amuli:al-Shushtari:Guénon:al-Jīlī:Qunawi:Abdelkader:Mulla Sadra:Hamadani:Yusuf an-Nabhani:Ibn al-Farid:al-Alawi:Bitlisi:Corbin:Mahmoud:,/wiki/Ibn_Arabi,37.98611,-1.13028
74,Emmanuel Levinas, (1906–1995),Kierkegaard:Marcel:Wahl:Vladimir Jankélévitch:Buber:Rosenzweig:Shestov:Husserl:Henri Bergson:Monsieur Chouchani:Descartes:Heidegger:Maimonides:,Lingis:Butler:Critchley:Dussel:B.-H. Lévy:Bauman:Llewelyn:Bernasconi:Derrida:Marion:Agamben:Ronell:Blanchot:B. Lévy:Finkielkraut:Putnam:Ricoeur:,/wiki/Emmanuel_Levinas,54.89722,23.88611
75,Giacomo Leopardi, (1798–1837),Pietro Giordani:Monaldo Leopardi:Baron d'Holbach:Plato:Lucretius:Lucian:Virgil:Torquato Tasso:Vittorio Alfieri:Ugo Foscolo:Homer:,Arthur Schopenhauer:Umberto Saba:Giosuè Carducci:Carlo Michelstaedter:Samuel Beckett:Philipp Mainländer:Miguel de Unamuno:Albert Camus:Francesco De Sanctis:Friedrich Nietzsche:,/wiki/Giacomo_Leopardi,43.4,13.55
76,Susan Isaacs,,,Cornelius Castoriadis:,/wiki/Susan_Sutherland_Isaacs,53.6313,-2.4018
77,Shang,,,Confucius:,/wiki/Shang_dynasty,FILL,FILL
78,Beeckman,,,René Descartes:,/wiki/Isaac_Beeckman,51.5,3.617
79,Raymond Williams, (1921–1988),Louis Althusser:Karl Marx:Antonio Gramsci:,Terry Eagleton:Stuart Hall:Edward Said:,/wiki/Raymond_Williams,51.87907,-2.981892
80,Evald Vassilievich Ilyenkov, (1924–1979),Hegel:Marx:Lenin:Vygotsky:Spinoza:Engels:,Lev Naumenko:Vasily Davydov:Valerij Kovalenko:Sergei Mareev:,/wiki/Evald_Vassilievich_Ilyenkov,54.78278,32.04528
81,Hermann Ulrici, (1806–1884),I. H. Fichte:G. W. F. Hegel:,George Sylvester Morris:A. Seth Pringle-Pattison:,/wiki/Hermann_Ulrici,51.79028,14.77389
82,Erhard Weigel,,,Samuel Pufendorf:,/wiki/Erhard_Weigel,49.667,12.15
83,Rudolf von Jhering, (1818–1892),F. C. von Savigny:Jeremy Bentham:Charles Darwin:,Karl Llewellyn:Philipp Heck:,/wiki/Rudolf_von_Jhering,53.47139,7.48361
84,Paul Grice, (1913–1988),Peter Strawson:Aristotle:,Kent Bach:Stephen Levinson:Dan Sperber:Stephen Neale:John Searle:Ernest Lepore:Stephen Schiffer:Jonathan Bennett:Peter Strawson:Deirdre Wilson:,/wiki/Paul_Grice,52.48,-1.9025
85,Thales of Miletus,,,Anaximander:,/wiki/Thales_of_Miletus,37.53028,27.27833
86,Pindar,,,Friedrich Nietzsche:,/wiki/Pindar,FILL,FILL
87,Zeno of Sidon, (1st century BC),Epicurus:Apollodorus:,Philodemus:,/wiki/Zeno_of_Sidon,33.56056,35.37583
88,Alexandre Koyre, (1892–1964),Edmund Husserl:Gaston Bachelard:Victor Delbos:André Lalande:Henri Bergson:François Picavet:Léon Brunschvicg:E. A. Burtt:,Alexandre Kojève:Nader El-Bizri:Thomas Kuhn:Paul Feyerabend:Abdel Rahman Badawi:,/wiki/Alexandre_Koyre,47.217,38.917
89,Józef Maria Bocheński,,,Arthur Prior:,/wiki/J%C3%B3zef_Maria_Boche%C5%84ski,50.25,20.35
90,Mohammed Abed al-Jabri,,,Enrique Dussel:,/wiki/Mohammed_Abed_al-Jabri,32.11667,-1.22694
91,Radcliffe-Brown,,,Claude Lévi-Strauss:,/wiki/Alfred_Radcliffe-Brown,52.48,-1.9025
92,Ludwig von Westphalen,,,Karl Marx:,/wiki/Ludwig_von_Westphalen,52.25917,10.75333
93,Milesian school,,,Anaxagoras:,/wiki/Milesian_school,FILL,FILL
94,Paracelsus, (1493–1541),Neoplatonism:Johannes Trithemius:Marsilio Ficino:Pythagoreanism:Hermeticism:,Giorgio Agamben:Jane Bennett:Jan Baptist van Helmont:Adam Haslmayr:Thomas Muffet:Gabriel François Venel:Sir Thomas Browne:Franciscus Sylvius:,/wiki/Paracelsus,47.117,8.733
95,William Rankine,,,Pierre Duhem:,/wiki/William_Rankine,55.953,-3.189
96,Iris Marion Young, (1949–2006),Jürgen Habermas:Jacques Derrida:Michel Foucault:Karl Marx:Simone de Beauvoir:Maurice Merleau-Ponty:,Seyla Benhabib:,/wiki/Iris_Marion_Young,40.71278,-74.00611
97,Georges Sorel, (1847–1922),Ernest Renan:Paul de Rousiers:Aristotle:William Godwin:Pierre-Joseph Proudhon:Charles Darwin:Gustave Le Bon:Karl Marx:William James:Sigmund Freud:Hippolyte Taine:Henri Bergson:Alexis de Tocqueville:Giambattista Vico:Blaise Pascal:Vladimir Lenin:Friedrich Nietzsche:,Hubert Lagardelle:Michel Aflaq:Adolf Hitler:Walter Benjamin:Alain de Benoist:Carl Schmitt:Édouard Berth:Paolo Orano:Julius Evola:Benito Mussolini:Albert Camus:Vladimir Lenin:Curzio Malaparte:Antonio Gramsci:,/wiki/Georges_Sorel,49.639,-1.625
98,Leo the Great,,,John of Damascus:,/wiki/Pope_Leo_I,FILL,FILL
99,Fredric Jameson, (born 1934),Hegel:Raymond Williams:Ursula K. Le Guin:Ernst Bloch:Walter Benjamin:Karl Marx:Theodor Adorno:Northrop Frye:Erich Auerbach:Kenneth Burke:Frankfurt School:György Lukács:Vladimir Lenin:Philip K. Dick:Darko Suvin:Jean-Paul Sartre:Louis Althusser:,Kim Stanley Robinson:Perry Anderson:Alexander R. Galloway:Mark Fisher:Slavoj Žižek:Gopal Balakrishnan:,/wiki/Fredric_Jameson,41.48222,-81.66972
100,Bleuler,,,Carl Jung:,/wiki/Eugen_Bleuler,47.333,8.583
101,Sōseki,,,Watsuji Tetsuro:,/wiki/Natsume_S%C5%8Dseki,FILL,FILL
102,Ludwig Wittgenstein, (1889–1951),Johann Georg Hamann:Heinrich Hertz:Leo Tolstoy:William James:Fyodor Dostoyevsky:G. E. Moore:Otto Weininger:Bertrand Russell:Oswald Spengler:Piero Sraffa:Gottlob Frege:Augustine of Hippo:Arthur Schopenhauer:Karl Kraus:Hermann von Helmholtz:Adolf Loos:Søren Kierkegaard:Frank P. Ramsey:L. E. J. Brouwer:Ludwig Boltzmann:Georg Christoph Lichtenberg:Johann Wolfgang von Goethe:,Gilbert Ryle:Quentin Skinner:Ian Hacking:Vienna Circle:Stephen Toulmin:Jon Fosse:G. E. Moore:Bertrand Russell:James F. Conant:Alice Crary:Noam Chomsky:Rudolf Carnap:Saul Kripke:Hans Sluga:G. E. M. Anscombe:Peter Hacker:Alan Turing:Frank P. Ramsey:Thomas Kuhn:Norman Malcolm:Paul Feyerabend:John Searle:Daniel Dennett:Cora Diamond:Crispin Wright:James Tully:Talal Asad:,/wiki/Ludwig_Wittgenstein,FILL,FILL
103,Hugo Münsterberg,,,Morris Raphael Cohen:,/wiki/Hugo_M%C3%BCnsterberg,54.367,18.633
104,Constantin Pecqueur,,,Karl Marx:,/wiki/Constantin_Pecqueur,FILL,FILL
105,William Wollaston, (1659–1724),Cudworth:Clarke:Locke:Newton:Cumberland:Descartes:,John Conybeare:Samuel Johnson:John Clarke:,/wiki/William_Wollaston,52.8071,-2.19132
106,Max Stirner, (1806–1856),Hegel:Epicurus:Fichte:Proudhon:Sade:Feuerbach:Goethe:Yang:Bauer:Smith:,Vaneigem:Gross:Armand:Mühsam:Tucker:Wilson:Mackay:Novatore:Read:Mencken:Camus:Black:Engels:Evola:Brassier:Newman:Igualada:Jünger:Brand:Landauer:Pisarev:Steiner:Marsden:Freud:Arrigoni:Goldman:Bahnsen:Byington:Marx:Adler:Reich:Schmitt:,/wiki/Max_Stirner,49.94806,11.57833
107,G. E. L. Owen,,,Martha Nussbaum:,/wiki/G._E._L._Owen,50.80583,-1.08722
108,Mozi,) (c. 470 – c. 390 BC),,Zhuang Zhou:Chinese Buddhism:Logicians:Taoism:Eastern philosophy:,/wiki/Mozi,FILL,FILL
109,Lactantius,,,Augustine of Hippo:,/wiki/Lactantius,FILL,FILL
110,Hélène Metzger,,,Thomas Samuel Kuhn:,/wiki/H%C3%A9l%C3%A8ne_Metzger,48.8897,2.1573
111,Roland Barthes, (1915–1980),Nietzsche:Lacan:Bataille:Michelet:Lyotard:Marx:Saussure:Valéry:Sartre:Freud:,Benoît Peeters:James Wood:Michel Foucault:Gérard Genette:Susan Sontag:Stuart Hall:Jean Baudrillard:Eric de Kuyper:Philippe-Joseph Salazar:Julia Kristeva:,/wiki/Roland_Barthes,49.63,-1.62
112,Alexander Herzen, (1812–1870),Proudhon:Hegel:Rousseau:Voltaire:,Nietzsche:Guevara:Bakunin:Marx:Lenin:Mao:Darwin:Sartre:Stalin:Engels:Berlin:Freud:Trotsky:Castro:Frankfurt School:Kropotkin:Goldman:,/wiki/Alexander_Herzen,55.75583,37.61722
113,David Wiggins, (born 1933),,John McDowell:Jonathan Westphal:Jonathan Dancy:,/wiki/David_Wiggins,51.50722,-0.1275
114,Philippa Foot, (1920–2010),Aristotle:Ludwig Wittgenstein:Thomas Nagel:G. E. M. Anscombe:Thomas Aquinas:,Candace Vogler:Bernard Williams:Judith Jarvis Thomson:Rosalind Hursthouse:John McDowell:Michael Slote:,/wiki/Philippa_Foot,53.495228,-0.785656
115,Franz Albert Schultz,,,Martin Knutzen:,/wiki/Franz_Albert_Schultz,FILL,FILL
116,Errico Malatesta, (1853–1932),Pierre-Joseph Proudhon:Mikhail Bakunin:Peter Kropotkin:Carlo Cafiero:Élisée Reclus:,anarchism in Argentina:Virginia Bolten:FORA:Élisée Reclus:Antonio Gramsci:,/wiki/Errico_Malatesta,41.083,14.25
117,Gottfried Wilhelm Leibniz,,,Robert Merrihew Adams:,/wiki/Gottfried_Wilhelm_Leibniz,51.333,12.383
118,Robert Nozick, (1938–2001),Immanuel Kant:H.L. Mencken:Ludwig Von Mises:Milton Friedman:Henry Hazlitt:Sidney Morgenbesser:Friedrich von Hayek:John Locke:John Stuart Mill:Carl Gustav Hempel:Edmund Gettier:Murray Rothbard:,Roderick Long:Thomas Ernest Woods Jr.:Rand Paul:Walter Block:Ron Paul:Hans-Hermann Hoppe:Jan Narveson:David Schmidtz:Stefan Molyneux:Thomas Sowell:Lew Rockwell:Tamar Gendler:,/wiki/Robert_Nozick,40.69278,-73.99028
119,W. V. O. Quine, (1908–2000),Rudolf Carnap:Alfred Tarski:Vienna Circle:Pierre Duhem:A. N. Whitehead:Bertrand Russell:C. I. Lewis:B. F. Skinner:,Hao Wang:Donald Davidson:Roger Gibson:Daniel Dennett:David Lewis:Penelope Maddy:Hilary Putnam:Dagfinn Føllesdal:Noam Chomsky:Gilbert Harman:Peter van Inwagen:Richard Rorty:,/wiki/W._V._O._Quine,41.07306,-81.51778
120,Nicholas Wolterstorff, (born 1932),Alvin Plantinga:Thomas Reid:William Harry Jellema:John Calvin:Abraham Kuyper:Augustine of Hippo:,Gary Chartier:David Claerbaut:Kendall Walton:,/wiki/Nicholas_Wolterstorff,43.50417,-95.69
121,Miguel de Unamuno, (1864–1936),Kierkegaard:Sarmiento:St. Augustine:Marcus Aurelius:Rousseau:Pascal:,Joxe Azurmendi:Txillardegi:José Ortega y Gasset:,/wiki/Miguel_de_Unamuno,43.25694,-2.92361
122,Leskien,,,Ferdinand de Saussure:,/wiki/August_Leskien,54.32333,10.13944
123,Arthur Prior, (1914–1969),William Ernest Johnson:Charles Sanders Peirce:Józef Maria Bocheński:J. N. Findlay:Jan Łukasiewicz:,Max Cresswell:Robert Bull:Kit Fine:Ruth Barcan Marcus:John Lemmon:,/wiki/Arthur_Prior,-40.95278,175.65833
124,Jean-Luc Nancy, (born 1940),Nietzsche:Hegel:Bataille:Lacoue-Labarthe:Schelling:Granel:Derrida:Blanchot:Freud:Baudelaire:Simone Weil:Heidegger:,Avital Ronell:Shaj Mohan:Lacoue-Labarthe:Karimi:Esposito:Derrida:Agamben:Werner Hamacher:Blanchot:Todd May:Claire Denis:Divya Dwivedi:,/wiki/Jean-Luc_Nancy,44.84,-0.58
125,Genet,,,Jacques Derrida:,/wiki/Jean_Genet,FILL,FILL
