name,birth,incoming_links,outgoing_links,page,latitude,longitude
Uexküll,,,Gilles Deleuze:,/wiki/Jakob_Johann_von_Uexk%C3%BCll,FILL,FILL
Ahad Ha'am,,,Gershom Scholem:,/wiki/Ahad_Ha%27am,FILL,FILL
Timon (philosopher), (c. 300 BC),Xenophanes:Pyrrho:Democritus:,Aenesidemus:Sextus Empiricus:,/wiki/Timon_(philosopher),FILL,FILL
Shakespeare,,,Stanley Cavell:,/wiki/William_Shakespeare,FILL,FILL
Francis Parker Yockey, (1917–1960),Joseph de Maistre:Karl Haushofer:Carl Schmitt:Oswald Spengler:Gregor Strasser:Ernst Niekisch:Ernst Jünger:Julius Evola:,H. Keith Thompson:Christian Bouchet:Willis Carto:James H. Madole:,/wiki/Francis_Parker_Yockey,FILL,FILL
Peter Lombard, (c. 1100 – 1160),Pseudo-Dionysius:Paul of Tarsus:Avicenna:Hugh of Saint Victor:Peter Abelard:Augustine of Hippo:,William of Ockham:Gabriel Biel:Bonaventure:Albert the Great:Duns Scotus:Thomas Aquinas:,/wiki/Peter_Lombard,FILL,FILL
Gesell,,,Maurice Merleau-Ponty:,/wiki/Arnold_Gesell,FILL,FILL
Damon,,,Socrates:,/wiki/Damon_of_Athens,FILL,FILL
John Locke, (1632–1704),Grotius:Filmer:Bacon:Spinoza:Masham:Hobbes:Pufendorf:Descartes:,Berkeley:Jefferson:Voltaire:Hume:Kant:Rousseau:Shaftesbury:,/wiki/John_Locke,FILL,FILL
Keble,,,John Henry Newman:,/wiki/John_Keble,FILL,FILL
Livy,,,Niccolò Machiavelli:,/wiki/Livy,FILL,FILL
Emil Fackenheim, (1916–2003),Immanuel Kant:Martin Heidegger:Franz Rosenzweig:G. W. F. Hegel:F. W. J. Schelling:Leo Strauss:Baruch Spinoza:,James Doull:Douglas John Hall:,/wiki/Emil_Fackenheim,FILL,FILL
Pierre Bayle, (1647–1706),Descartes:Spinoza:,Gibbon:Berkeley:Maupertuis:Toland:Mandeville:Condorcet:Diderot:Voltaire:Vico:des Maizeaux:Hume:Frederick the Great:Jean-Jacques Rousseau:,/wiki/Pierre_Bayle,FILL,FILL
Hans Vaihinger, (1852–1933),Arthur Schopenhauer:Immanuel Kant:Friedrich Forberg:African Spir:Friedrich Nietzsche:,George Kelly:James Hillman:Alfred Adler:Hans Kelsen:,/wiki/Hans_Vaihinger,FILL,FILL
Porphyry (philosopher), (c. 232 – c. 304),Plotinus:Aristotle:Plato:Middle Platonism:,Isagoge:Neoplatonism:Sossianus Hierocles:Aristotelianism:Boethius:Scholasticism:,/wiki/Porphyry_(philosopher),FILL,FILL
Moltzer,,,Carl Jung:,/wiki/Maria_Moltzer,FILL,FILL
Kaspar von Schwenkfeld,,,Jakob Böhme:,/wiki/Caspar_Schwenckfeld,FILL,FILL
Jeremy Bentham, (1748–1832),Helvétius:Beccaria:Montesquieu:Adam Smith:Protagoras:John Locke:Hobbes:David Hume:Epicurus:,A. V. Dicey:Henry Sidgwick:Étienne Dumont:Michel Foucault:William Thompson:Francis Y. Edgeworth:John Stuart Mill:Robert Owen:Peter Singer:John Austin:H. L. A. Hart:Thomas Hodgskin:,/wiki/Jeremy_Bentham,FILL,FILL
Thomas Young,,,Albert Einstein:,/wiki/Thomas_Young_(scientist),FILL,FILL
Guttmann,,,Leo Strauss:,/wiki/Julius_Guttmann,FILL,FILL
Georg Lukács, (1885–1971),Immanuel Kant:Max Weber:Søren Kierkegaard:Wilhelm Dilthey:Friedrich Engels:Emil Lask:Georges Sorel:Karl Marx:Rosa Luxemburg:Georg Simmel:Vladimir Lenin:G. W. F. Hegel:,Costanzo Preve:Karl Polanyi:The Budapest School:Richard D. Wolff:Fredric Jameson:Imre Lakatos:Guy Debord:Leszek Kołakowski:Tom Rockmore:Sandra Harding:Lucien Goldmann:Karel Kosík:The Praxis School:Andrew Arato:Cornelius Castoriadis:Moishe Postone:The Frankfurt School:Walter Benjamin:Jean-Paul Sartre:,/wiki/Georg_Luk%C3%A1cs,FILL,FILL
C. L. R. James,,,Cornelius Castoriadis:,/wiki/C._L._R._James,FILL,FILL
Book of Rites,,,Confucius:,/wiki/Book_of_Rites,FILL,FILL
Thomas Aquinas, (1225–1274),St. Paul:Aristotle:Anselm of Canterbury:Plato:Pseudo-Dionysius:Albertus Magnus:Averroes:Socrates:Cicero:Boethius:Al-Ghazali:Avicenna:Maimonides:Augustine of Hippo:,Western philosophy:Catholic theology:Protestant theology:,/wiki/Thomas_Aquinas,FILL,FILL
Afrikan Spir, (1837–1890),Descartes:Immanuel Kant:David Hume:J. S. Mill:,Gerardus Heymans:Leo Tolstoy:William James:Hans Vaihinger:Rudolf Steiner:Piero Martinetti:Max Müller:Friedrich Nietzsche:,/wiki/Afrikan_Spir,FILL,FILL
Plotinus, (died 270),Numenius of Apamea:Aristotle:Plato:Middle Platonism:Heraclitus:Alexander of Aphrodisias:Ammonius Saccas:Empedocles:Neopythagoreanism:,Proclus:Simplicius:Christianity:Hierocles:Gemistus Pletho:Porphyry:Avicenna:Augustine:Pseudo-Dionysius:Damascius:Iamblichus:Origen:Henri Bergson:Johannes Scotus Eriugena:Arthur Schopenhauer:Renaissance Platonism:Arthur Drews:Traditionalist School:al-Kindi:Gnosticism:Boethius:Hypatia:Bonaventure:Julian:,/wiki/Plotinus,FILL,FILL
Cleanthes, (301–232 BC),Zeno of Citium:,Chrysippus:Sphaerus:,/wiki/Cleanthes,FILL,FILL
Abu al-Hasan al-Ash'ari,,,Fakhr al-Din al-Razi:,/wiki/Al-Ash%27ari,FILL,FILL
Jose Ferrater-Mora, (1912–1991),Jose Ortega y Gasset:Eugeni d'Ors:Miguel de Unamuno:Joaquín Xirau Palau:,Oscar Horta:,/wiki/Jose_Ferrater-Mora,FILL,FILL
James Ward (psychologist), (1843–1925),F. H. Bradley:,G. E. Moore:,/wiki/James_Ward_(psychologist),FILL,FILL
Karl Rahner, (1904–1984),neo-Thomism:Immanuel Kant:Erich Przywara:Martin Heidegger:Joseph Maréchal:Ignatius of Loyola:Origen:Ludwig Feuerbach:Thomas Aquinas:Augustine of Hippo:,Tomas Halik:Herbert Vorgrimler:Kathryn Tanner:Catherine LaCugna:Francis A. Sullivan:Johann Baptist Metz:Jon Sobrino:,/wiki/Karl_Rahner,FILL,FILL
Christoph Gottfried Bardili,,,Karl Leonhard Reinhold:,/wiki/Christoph_Gottfried_Bardili,FILL,FILL
Aristophanes,,,Leo Strauss:,/wiki/Aristophanes,FILL,FILL
Neoplatonism,,,Avicenna:,/wiki/Neoplatonism,FILL,FILL
Johannes Scotus Eriugena, (c. 800–c. 880),Plato:St. Maximus the Confessor:St. Augustine of Hippo:Origen:Dionysius the Areopagite:Boethius:Cappadocian Fathers:,Berengar of Tours:School of Chartres:Nicholas of Cusa:St. Hildegard von Bingen:Honorius of Autun:Alain de Lille:St. Bernard of Clairvaux:Amaury of Bene:Georg Wilhelm Friedrich Hegel:Bernardus Silvestris:St. Thomas Aquinas:Israel the Grammarian:Peter Damian:,/wiki/Johannes_Scotus_Eriugena,FILL,FILL
Michel Foucault, (1926–1984),Klages:Hyppolite:Merleau-Ponty:Dumézil:Sade:Kant:Lagache:Canguilhem:Bataille:Barthes:Montaigne:Althusser:Bachelard:Freud:Deleuze:Nietzsche:Hegel:Marx:Artaud:Goffman:Blanchot:Heidegger:,Giorgio Agamben:Judith Butler:Stephen Greenblatt:David Halperin:Jacques Rancière:Edward Said:Pierre Bourdieu:Paul Rabinow:Gilles Deleuze:Félix Guattari:Hubert Dreyfus:Talal Asad:Saba Mahmood:,/wiki/Michel_Foucault,FILL,FILL
Bichat,,,Auguste Comte:,/wiki/Xavier_Bichat,FILL,FILL
Jacob Moleschott, (1822–1893),,Ivan Pavlov:,/wiki/Jacob_Moleschott,FILL,FILL
Daub,,,Ludwig Andreas Feuerbach:,/wiki/Karl_Daub,FILL,FILL
Socrates, (470–399 BC),Diotima:Archelaus:Anaxagoras:Damon:Prodicus:,Euclid of Megara:Plato:Phaedo of Elis:Aristippus:Xenophon:Western philosophy:Antisthenes:,/wiki/Socrates,FILL,FILL
Richard Dawkins,,,Daniel Dennett:,/wiki/Richard_Dawkins,FILL,FILL
Edmund Schlink,,,Wolfhart Pannenberg:,/wiki/Edmund_Schlink,FILL,FILL
C. D. Broad, (1887–1971),G. E. Moore:Alfred North Whitehead:William Ernest Johnson:Bertrand Russell:John Locke:,A. J. Ayer:,/wiki/C._D._Broad,FILL,FILL
Evangelista Torricelli,,,Robert Boyle:,/wiki/Evangelista_Torricelli,FILL,FILL
Irenaeus,,,John Hick:,/wiki/Irenaeus,FILL,FILL
August Böckh,,,Wilhelm Dilthey:,/wiki/August_B%C3%B6ckh,FILL,FILL
Johannes Trithemius,,,Paracelsus:,/wiki/Johannes_Trithemius,FILL,FILL
Bertrand Russell, (1872–1970),Moore:Stout:Shelley:James:Spinoza:Hume:Boole:Leibniz:De Morgan:Cantor:Sidgwick:Frege:Mill:Ward:Mach:Santayana:Euclid:Kant:Meinong:Whitehead:Peano:Wittgenstein:,Stephen Hawking:Jacob Bronowski:Robert Oppenheimer:Herbert A. Simon:Txillardegi:A. C. Grayling:Richard Dawkins:Moritz Schlick:Christopher Hitchens:Michael Albert:Paul Kurtz:Joseph Rotblat:Frank Wilczek:Alfred Tarski:Vienna Circle:Colin McGinn:John von Neumann:G. H. Hardy:Jawaharlal Nehru:Isaac Asimov:Donald Davidson:Aleksandr Solzhenitsyn:Marvin Minsky:Buckminster Fuller:A. J. Ayer:Kurt Grelling:John Maynard Keynes:Noam Chomsky:Sidney Hook:Che Guevara:Kurt Gödel:Nathan Salmon:Isaiah Berlin:Rudolf Carnap:Leon Chwistek:Andrei Sakharov:Ray Kurzweil:Karl Popper:Saul Kripke:Martin Gardner:Pervez Hoodbhoy:W. V. Quine:Hilary Putnam:Norbert Wiener:Albert Ellis:Alan Turing:James Joyce:Frank P. Ramsey:Bernard Williams:Thomas Kuhn:Ludwig Wittgenstein:Kurt Vonnegut:John Searle:Edward Said:Daniel Dennett:Carl Sagan:J. L. Austin:Tariq Ali:B. F. Skinner:,/wiki/Bertrand_Russell,FILL,FILL
Claude Lévi-Strauss, (1908–2009),Hegel:Durkheim:Mauss:Saussure:Radcliffe-Brown:Morgan:Jakobson:Boas:Rousseau:,Lacan:Barthes:Leach:Bourdieu:Althusser:Derrida:Deleuze and Guattari:Descola:Clément:,/wiki/Claude_L%C3%A9vi-Strauss,FILL,FILL
Thomas Schelling,,,David Lewis (philosopher):,/wiki/Thomas_Schelling,FILL,FILL
Protagoras, (c. 481 – 420 BC),Parmenides:Anaxagoras:Democritus:,Jeremy Bentham:Friedrich Nietzsche:F.C.S. Schiller:Plato:,/wiki/Protagoras,FILL,FILL
Joseph Joubert,,,Emil Cioran:,/wiki/Joseph_Joubert,FILL,FILL
J. A. Smith,,,R. G. Collingwood:,/wiki/John_Alexander_Smith,FILL,FILL
"Anthony Ashley-Cooper, 3rd Earl of Shaftesbury", (1671–1713),John Locke:Damaris Cudworth Masham:,Thomas Blackwell:Thomas Jefferson:,"/wiki/Anthony_Ashley-Cooper,_3rd_Earl_of_Shaftesbury",FILL,FILL
Pythagoreanism,,,Empedocles:,/wiki/Pythagoreanism,FILL,FILL
Martin Heidegger, (1889–1976),Thomas of Erfurt:Hölderlin:Hartmann:Parmenides:Jakob von Uexküll:Rickert:Augustine:Aristotle:Husserl:Laozi:Kant:Duns Scotus:Dilthey:Plato:Aquinas:Heraclitus:Jaspers:Lask:Count Yorck:Kierkegaard:Hegel:Nietzsche:Brentano:Anaximander:,Marcel:Bultmann:Levinas:Borgmann:Harman:Patočka:Merleau-Ponty:Zubiri:Löwith:Strauss:Marcuse:Marion:Arendt:Gadamer:Dreyfus:El-Bizri:Kuki:Sloterdijk:Beaufret:Schürmann:Jonas:Derrida:Sartre:Agamben:Jaspers:Foucault:Norberg-Schulz:Rahner:Stiegler:Dugin:Habermas:Nancy:Blanchot:Rorty:Meillassoux:de Beauvoir:,/wiki/Martin_Heidegger,FILL,FILL
Talmud,,,Maimonides:,/wiki/Talmud,FILL,FILL
Edmund Burke, (1729–1797),Rockingham:Aristotle:Sir William Blackstone:Montesquieu:John Fisher:Michel de Montaigne:René Descartes:Thomas More:Edward Coke:John Selden:Cicero:John Milton:Saint Augustine:David Hume:Erasmus:Hugo Grotius:Joseph Butler:Thomas Aquinas:,Thomas Carlyle:Lord Acton:Slobodan Jovanović:William Hazlitt:William F Buckley:G. K. Chesterton:Samuel Taylor Coleridge:John Stuart Mill:John Maynard Keynes:Joseph de Maistre:Warren H. Carroll:William Wordsworth:Friedrich Hayek:Immanuel Kant:Russell Kirk:Alexis de Tocqueville:Hilaire Belloc:William Ewart Gladstone:John Henry Newman:Adam Smith:Thomas Babington Macaulay:C. H. Douglas:,/wiki/Edmund_Burke,FILL,FILL
Thomas Bayes,,,Richard C. Jeffrey:,/wiki/Thomas_Bayes,FILL,FILL
Euclid,,,Adelard of Bath:,/wiki/Euclid,FILL,FILL
Francisco Sanches, (1551–1623),Sextus Empiricus:,Modern Philosophy:Pierre Bayle:,/wiki/Francisco_Sanches,FILL,FILL
Georg Simmel, (1858–1918),Immanuel Kant:Max Weber:,Lewis A. Coser:Max Weber:Harrison White:Mark Granovetter:Emil Cioran:Georg Lukács:Barry Wellman:,/wiki/Georg_Simmel,FILL,FILL
György Mihály Vajda, (born 1935),György Lukács:,Andrew Arato:,/wiki/Gy%C3%B6rgy_Mih%C3%A1ly_Vajda,FILL,FILL
Maximilien Robespierre,,,Karl Marx:,/wiki/Maximilien_Robespierre,FILL,FILL
Mary Daly,,,Claudia Card:,/wiki/Mary_Daly,FILL,FILL
Attalus,,,Seneca the Younger:,/wiki/Attalus_(Stoic),FILL,FILL
Ibn Abi Zar,,,Ibn Khaldun:,/wiki/Ibn_Abi_Zar,FILL,FILL
Ibn Qasi,,,Ibn Arabi:,/wiki/Abu-l-Qasim_Ahmad_ibn_al-Husayn_ibn_Qasi,FILL,FILL
Tabataba'i,,,Henry Corbin:,/wiki/Muhammad_Husayn_Tabatabai,FILL,FILL
Alexander Gottlieb Baumgarten, (1714–1762),Christian Wolff:Gottfried Leibniz:,Immanuel Kant:Johann Joachim Winckelmann:Georg Friedrich Meier:Johann Georg Sulzer:,/wiki/Alexander_Gottlieb_Baumgarten,FILL,FILL
Bessarion, (1403–1472),Gemistus Pletho:,John Argyropoulos:George of Trebizond:Theodore Gaza:Janus Lascaris:Regiomontanus:,/wiki/Bessarion,FILL,FILL
Joel Feinberg, (1926–2004),Ralph Barton Perry:John Stuart Mill:H.L.A. Hart:,Jules Coleman:,/wiki/Joel_Feinberg,FILL,FILL
Augustine of Hippo, (354–430),Cyprian:Sallust:Lucan:Lactantius:Hilary of Poitiers:Socrates:Optatus:Anthony:Quintilian:Aristotle:Arnobius:Terence:Virgil:Monica:Ambrose:Cicero:Ticonius:Plato:Seneca the Younger:Stoicism:Plotinus:Paul:Horace:Victorinus:Ambrosiaster:Anaximander:,Western philosophy:Catholic theology:Protestant theology:,/wiki/Augustine_of_Hippo,FILL,FILL
Teichmüller,,,Rudolf Christoph Eucken:,/wiki/Gustav_Teichm%C3%BCller,FILL,FILL
Walter Benjamin, (1892–1940),Eric Gutkind:Kabbalah:Buber:Marx:Hölderlin:Brecht:Strauss:Bachofen:Novalis:Ludwig Klages:Rickert:Baudelaire:Lukács:Proust:Scholem:Kafka:Adorno:,Perret:Löwy:Derrida:Arendt:Sontag:Agamben:Nirenberg:Scholem:Taussig:Buck-Morss:Žižek:Adorno:,/wiki/Walter_Benjamin,FILL,FILL
Johann Georg Hamann, (1730–1788),Knutzen:Luther:Hume:William of Ockham:Henry VIII:Calvin:,Kierkegaard:Hegel:Jacobi:Kraus:Herder:Schelling:Milbank:Berlin:Wittgenstein:Goethe:,/wiki/Johann_Georg_Hamann,FILL,FILL
Maurras,,,Maurice Blanchot:,/wiki/Charles_Maurras,FILL,FILL
Mikhail Bakhtin, (1895–1975),Immanuel Kant:Fyodor Dostoyevsky:Søren Kierkegaard:Charles Darwin:Max Scheler:Ernst Cassirer:Karl Marx:Sigmund Freud:F. F. Zelinsky:Hermann Cohen:Friedrich Nietzsche:,Tzvetan Todorov:Julia Kristeva:,/wiki/Mikhail_Bakhtin,FILL,FILL
Amerigo Vespucci,,,Thomas More:,/wiki/Amerigo_Vespucci,FILL,FILL
Edgar S. Brightman, (1884–1953),William Ernest Hocking:Borden Parker Bowne:,L. Harold DeWolf:,/wiki/Edgar_S._Brightman,FILL,FILL
György Márkus,,,Ágnes Heller:,/wiki/Gy%C3%B6rgy_M%C3%A1rkus,FILL,FILL
Timothy Williamson, (born 1955),,Jason Stanley:John Hawthorne:,/wiki/Timothy_Williamson,FILL,FILL
Avicennism,,,Ibn Tufail:,/wiki/Avicennism,FILL,FILL
Xavier Zubiri, (1889–1983),Hegel:Aristotle:Suárez:Aquinas:Husserl: Ortega y Gasset:Leibniz:Kant:Heidegger:,Graham Harman:Enrique Dussel:Olavo de Carvalho:Frederick Wilhelmsen:Ignacio Ellacuría:,/wiki/Xavier_Zubiri,FILL,FILL
Stanley Cavell, (1926–2018),Kierkegaard:Nietzsche:Thoreau:Emerson:Austin:Robert Warshow:Roger Sessions:Jean Renoir:Shakespeare:Thomas Kuhn:André Bazin:Northrop Frye:Rogers Albritton:Freud:Wittgenstein:Claude Esteban:Heidegger:,Robert Gardner:Rae Langton:Toril Moi:Stephen Mulhall:Michael Fried:Nikolas Kompridis:Sandra Laugier:Marc Shell:Nancy Bauer:David Macarthur:Arnold Davidson:Cornel West:Barbara Herman:Shoshana Felman:James F. Conant:Alice Crary:Claude Esteban:Arnaud Desplechin:Jay Cantor:Charles Bernstein:Terrence Malick:Hilary Putnam:Ross McElwee:Paul Guyer:Bernard Williams:Thomas Kuhn:Cora Diamond:Hent de Vries:Paul W. Franks:Vicki Hearne:,/wiki/Stanley_Cavell,FILL,FILL
John Wycliffe,,,Jan Hus:,/wiki/John_Wycliffe,FILL,FILL
Alasdair MacIntyre, (born 1929),Aristotle:Imre Lakatos:Søren Kierkegaard:John Henry Newman:Edith Stein:Thomas Kuhn:G. E. M. Anscombe:Karl Barth:Karl Marx:Ludwig Wittgenstein:Friedrich Nietzsche:G. W. F. Hegel:Thomas Aquinas:R. G. Collingwood:Augustine of Hippo:,radical orthodoxy:Stanley Hauerwas:Christian Smith:postliberal theology:Edward Feser:,/wiki/Alasdair_MacIntyre,FILL,FILL
Shklar,,,John Rawls:,/wiki/Judith_N._Shklar,FILL,FILL
Stekel,,,Jean-Paul Sartre:,/wiki/Wilhelm_Stekel,FILL,FILL
Kuno Fischer, (1824–1907),Immanuel Kant:G. W. F. Hegel:,Wilhelm Windelband:Gottlob Frege:John Pentland Mahaffy:,/wiki/Kuno_Fischer,FILL,FILL
Beccaria,,,Jeremy Bentham:,/wiki/Cesare_Beccaria,FILL,FILL
Yang,,,Max Stirner:,/wiki/Yang_Zhu,FILL,FILL
Richard B. Brandt, (1910–1997),,Peter Railton:Allan Gibbard:,/wiki/Richard_B._Brandt,FILL,FILL
Stephen Stich, (born 1944),Gilbert Harman:W. V. O. Quine:Nelson Goodman:,Shaun Nichols:Ron Mallon:,/wiki/Stephen_Stich,FILL,FILL
Nikolai Berdyaev, (1874–1948),Nietzsche:Solovyov:Baader:Hegel:Sergey Bulgakov:Seraphim of Sarov:Khomyakov:Lev Shestov:Semyon Frank:Dostoyevsky:Leontiev:Böhme:Kant:,Ellul:Marcel:Sergey Bulgakov:Mortimer J. Adler:Kroner:Huxley:Watts:Džalto:Semyon Frank:Ivan Devčić:Maurin:,/wiki/Nikolai_Berdyaev,FILL,FILL
Émile Boutroux,,,Maurice Blondel:,/wiki/%C3%89mile_Boutroux,FILL,FILL
Jean Hyppolite, (1907–1968),Jean Cavaillès:Karl Marx:Georg Wilhelm Friedrich Hegel:,Jacques Derrida:Michel Foucault:Alain Badiou:Gilles Deleuze:Étienne Balibar:Gérard Granel:,/wiki/Jean_Hyppolite,FILL,FILL
Hermann Cohen, (1842–1918),Friedrich Albert Lange:Friedrich Adolf Trendelenburg:,Ernst Cassirer:Henry E. Allison:Paul Natorp:Leo Strauss:Peter Strawson:Martin Buber:,/wiki/Hermann_Cohen,FILL,FILL
Maxie Clarence Maultsby Jr.,,,B. F. Skinner:,/wiki/Maxie_Clarence_Maultsby_Jr.,FILL,FILL
Jacobus Golius,,,René Descartes:,/wiki/Jacobus_Golius,FILL,FILL
Neo-Kantianism,,,Leonard Nelson:,/wiki/Neo-Kantianism,FILL,FILL
Marcel Mauss,,,Georges Bataille:,/wiki/Marcel_Mauss,FILL,FILL
Abraham,,,Søren Kierkegaard:,/wiki/Abraham,FILL,FILL
Ernst Mally, (1879–1944),Louis Couturat:Ernst Schröder:Alexius Meinong:,Edward N. Zalta:,/wiki/Ernst_Mally,FILL,FILL
Jean Piaget, (1896–1980),Immanuel Kant:Pierre Janet:Alfred Binet:Théodore Simon:James Mark Baldwin:Henri Bergson:Carl Jung:Sabina Spielrein:,Howard Gardner:Robert Kegan:John Flavell:Seymour Papert:Thomas Kuhn:Yann LeCun:Shlomo Wolbe:Lev Vygotsky:Jerome Bruner:Jordan Peterson:Bärbel Inhelder:Kenneth Kaye:Lawrence Kohlberg:,/wiki/Jean_Piaget,FILL,FILL
Horace W. B. Joseph,,,Brand Blanshard:,/wiki/H._W._B._Joseph,FILL,FILL
Frederic Fitch,,,Nuel Belnap:,/wiki/Frederic_Fitch,FILL,FILL
Susan Griffin,,,Claudia Card:,/wiki/Susan_Griffin,FILL,FILL
Nicos Poulantzas, (1936–1979),Leon Trotsky:Eurocommunism:Karl Marx:Vladimir Lenin:Rosa Luxemburg:Evgeny Pashukanis:Louis Althusser:Jean-Paul Sartre:Antonio Gramsci:,John Holloway:James C. Scott:Bob Jessop:,/wiki/Nicos_Poulantzas,FILL,FILL
Alfred Bray Kempe,,,Josiah Royce:,/wiki/Alfred_Kempe,FILL,FILL
Nikolai Chernyshevsky, (1828–1889),Mill:Fourier:Hegel:Sechenov:Proudhon:Belinsky:Feuerbach:Blanc:Comte:Nekrasov:Schelling:Malthus:Herzen:Considérant:Ricardo:Smith:Rousseau:Lamarck:,Antonovich:Pisarev:Dobrolyubov:Lenin:Tkachev:Russian Marxists:Mikhaylovsky:Marković:Nechayev:Lavrov:Kropotkin:Plekhanov:Goldman:,/wiki/Nikolai_Chernyshevsky,FILL,FILL
Abdul Qadir Gilani,,,Ibn Taymiya:,/wiki/Abdul_Qadir_Gilani,FILL,FILL
Basil of Caesarea,,,John of Damascus:,/wiki/Basil_of_Caesarea,FILL,FILL
Heine,,,Lev Shestov:,/wiki/Heinrich_Heine,FILL,FILL
Watsuji Tetsuro, (1889–1960),Kierkegaard:Hegel:Aristotle:Nietzsche:Kyoto School:Nishida:Sōseki:Confusius:Heidegger:,Yuasa:Berque:Umehara:Nakamura:,/wiki/Watsuji_Tetsuro,FILL,FILL
David Kaplan (philosopher), (born 1933),Rudolf Carnap:Alonzo Church:Saul Kripke:Richard Montague:Bertrand Russell:Gottlob Frege:,Nathan Salmon:C. Anthony Anderson:John Perry (philosopher):,/wiki/David_Kaplan_(philosopher),FILL,FILL
Harold Arthur Prichard,,,J. L. Austin:,/wiki/H._A._Prichard,FILL,FILL
Enlightenment,,,Aristotle:,/wiki/Age_of_Enlightenment,FILL,FILL
Thorstein Veblen,,,Jean Baudrillard:,/wiki/Thorstein_Veblen,FILL,FILL
Kyoto School,,,Watsuji Tetsuro:,/wiki/Kyoto_School,FILL,FILL
Feuerbach,,,Mikhail Bakunin:,/wiki/Ludwig_Feuerbach,FILL,FILL
Gianni Vattimo, (born 1936),John Caputo:Luigi Pareyson:Martin Heidegger:Karl Marx:Hans-Georg Gadamer:Karl Löwith:Friedrich Nietzsche:Richard Rorty:,Mario Kopić:Lorenzo Ferrero:Richard Rorty:Stefan Lorenz Sorgner:Maurizio Ferraris:,/wiki/Gianni_Vattimo,FILL,FILL
Weierstrass,,,Edmund Husserl:,/wiki/Karl_Weierstrass,FILL,FILL
Durandus of Saint-Pourçain,,,William of Ockham:,/wiki/Durandus_of_Saint-Pour%C3%A7ain,FILL,FILL
Abel Rey,,,Gaston Bachelard:,/wiki/Abel_Rey,FILL,FILL
Rachel Carson,,,Arne Næss:,/wiki/Rachel_Carson,FILL,FILL
Pollock,,,Max Horkheimer:,/wiki/Friedrich_Pollock,FILL,FILL
Campbell,,,Karl Popper:,/wiki/Donald_T._Campbell,FILL,FILL
Michael Oakeshott, (1901–1990),Dilthey:Hegel:Aristotle:Tönnies:Simmel:Plato:Burke:Bradley:Pater:Hobbes:Spinoza:Kant:Collingwood:,Andrew Sullivan:Maurice Cowling:Richard E. Flathman:J. G. A. Pocock:Gertrude Himmelfarb:Hayden White:Margaret Thatcher:John N. Gray:Leo Strauss:,/wiki/Michael_Oakeshott,FILL,FILL
William of Ockham, (c. 1285–1349),Petrus Aureolus:Aristotle:Anselm of Canterbury:Duns Scotus:Henry Harclay:Durandus of Saint-Pourçain:Peter Abelard:Thomas Aquinas:,John Wycliffe:Thomas Hobbes:Gabriel Biel:Martin Luther:Jean Buridan:John Calvin:René Descartes:Gregory of Rimini:Bertrand Russell:Albert of Saxony:Henry VIII:Adam de Wodeham:,/wiki/William_of_Ockham,FILL,FILL
Gustave Flaubert,,,Avital Ronell:,/wiki/Gustave_Flaubert,FILL,FILL
Maurice Blanchot, (1907–2003),Nietzsche:Lautréamont:Bataille:Levinas:Hölderlin:Sade:Maurras:Mallarmé:Heidegger:Kafka:,de Man:Barthes:Joris:Auster:Kofman:Hill:Derrida:Beckett:Nancy:Foucault:Deleuze:Kopić:,/wiki/Maurice_Blanchot,FILL,FILL
Desiderius Erasmus, (1466–1536),Augustine of Hippo:Aristotle:Jerome:Plato:Epicureanism:Giovanni Pico della Mirandola:John Colet:Alexander Hegius:Jan Standonck:Socrates:Thomas Aquinas:Dante:Cicero:,John Milton:John Calvin:St. Francis De Sales:Huldrych Zwingli:St. Philip Neri:Jacob Milich:St. Charles Borromeo:St. John Fisher:St. Ignatius of Loyola:St. Francis Xavier:St. Teresa of Ávila:William Tyndale:St. Pius V:Martin Luther:St. John Henry Newman:John Colet:St. Peter Canisius:St. Thomas More:Wolfgang Capito:Henry VIII:St. Robert Bellarmine:,/wiki/Desiderius_Erasmus,FILL,FILL
Henry Sidgwick, (1838–1900),John Stuart Mill:David Hume:Jeremy Bentham:,J. J. C. Smart:Derek Parfit:R. M. Hare:Mordecai Kaplan:Alfred Marshall:G. E. Moore:Hastings Rashdall:Bertrand Russell:John Rawls:Arthur Cecil Pigou:Peter Singer:,/wiki/Henry_Sidgwick,FILL,FILL
Max Picard,,,Gaston Bachelard:,/wiki/Max_Picard,FILL,FILL
Ian Hacking, (born 1936),J. L. Austin:Michel Foucault:Thomas Kuhn:Paul Feyerabend:Ludwig Wittgenstein:Charles Sanders Peirce:Casimir Lewy:Nelson Goodman:,David Papineau:,/wiki/Ian_Hacking,FILL,FILL
Gerhard von Rad,,,Wolfhart Pannenberg:,/wiki/Gerhard_von_Rad,FILL,FILL
"Charles de Secondat, Baron de Montesquieu", (1689–1755),Aristotle:Thomas Hobbes:18th-century English constitution:René Descartes:John Locke:Nicolas Malebranche:Jean Bodin:Polybius:Cicero:,Edmund Burke:United States Constitution:G.W.F. Hegel:Émile Durkheim:Jean de Sismondi:Hannah Arendt:Prosper de Barante:Adam Ferguson:Thomas Paine:Alexis de Tocqueville:David Hume:Rousseau:,"/wiki/Charles_de_Secondat,_Baron_de_Montesquieu",FILL,FILL
Ursula K. Le Guin,,,Fredric Jameson:,/wiki/Ursula_K._Le_Guin,FILL,FILL
